,Order,Pollinator.name,Genus,Species,Taxa,SystemCode,Degree,SystemReference,Size,SizeType,Mass
104,Diptera,Anthrax.sinuosa,Anthrax,sinuosa,Anthrax sinuosa,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9.4,BL,
105,Diptera,Anthrax.tegminipennis,Anthrax,tegminipennis,Anthrax tegminipennis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",11.5,BL,
106,Hymenoptera,Apanteles.sp,Apanteles,sp,Apanteles sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",4,BL,
107,Hymenoptera,Apis.mellifera,Apis,mellifera,Apis mellifera,bfi,6,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",3.3,ITD,
108,Hymenoptera,Apis.mellifera,Apis,mellifera,Apis mellifera,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",3.3,ITD,
110,Hymenoptera,Apis.mellifera,Apis,mellifera,Apis mellifera,cer,27,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,3.3,ITD,
111,Hymenoptera,Apis.mellifera,Apis,mellifera,Apis mellifera,gsv,8,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",3.3,ITD,
112,Hymenoptera,Apis.mellifera,Apis,mellifera,Apis mellifera,otw,5,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",3.3,ITD,
113,Hymenoptera,Apis.mellifera,Apis,mellifera,Apis mellifera,nca,6,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",3.3,ITD,
114,Hymenoptera,Apis.mellifera,Apis,mellifera,Apis mellifera,ppc,22,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.3,ITD,
115,Diptera,Archytas.sp,Archytas,sp,Archytas sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",16,BL,
116,Lepidoptera,Argynnis.atlantis,Argynnis,atlantis,Argynnis atlantis,ppc,4,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",60,WS,
117,Hymenoptera,Arhysoceble.sp,Arhysoceble,sp,Arhysoceble sp,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7,BL,
118,Lepidoptera,Atrytone.taxiles,Atrytone,taxiles,Atrytone taxiles,ppc,4,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",33,WS,
119,Hymenoptera,Augochlora.pura,Augochlora,pura,Augochlora pura,nca,4,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",1.595,ITD,
120,Hymenoptera,Augochlora.pura,Augochlora,pura,Augochlora pura,bfi,1,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",1.595,ITD,
121,Hymenoptera,Augochlora.sp,Augochlora,sp,Augochlora sp,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,8,BL,
122,Hymenoptera,Augochlora.sp,Augochlora,sp,Augochlora sp,gsv,2,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",8,BL,
123,Hymenoptera,Augochlorella.ephyra,Augochlorella,ephyra,Augochlorella ephyra,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,6.25,BL,
124,Hymenoptera,Augochlorella.striata,Augochlorella,striata,Augochlorella striata,bfi,1,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",7.37,BL,
125,Hymenoptera,Augochlorella.striata,Augochlorella,striata,Augochlorella striata,nca,2,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",7.37,BL,
126,,Augochlorensis.callichroa,Augochlorensis,callichroa,Augochlorensis callichroa,gsv,6,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",NA,NA,
127,Hymenoptera,Augochloropsis.callichroma,Augochloropsis,callichroma,Augochloropsis callichroma,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",9,BL,
128,Hymenoptera,Augochloropsis.cleopatra,Augochloropsis,cleopatra,Augochloropsis cleopatra,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL,
129,Hymenoptera,Augochloropsis.cupreola,Augochloropsis,cupreola,Augochloropsis cupreola,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL,
130,Hymenoptera,Augochloropsis.laeta,Augochloropsis,laeta,Augochloropsis laeta,bbg,4,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL,
131,Hymenoptera,Augochloropsis.smithiana,Augochloropsis,smithiana,Augochloropsis smithiana,cer,3,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,12,BL,
132,Hymenoptera,Augochloropsis.smithiana,Augochloropsis,smithiana,Augochloropsis smithiana,bbg,6,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,12,BL,
133,Hymenoptera,Augochloropsis.sp,Augochloropsis,sp,Augochloropsis sp,cer,11,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL,
134,Hymenoptera,Augochloropsis.sp,Augochloropsis,sp,Augochloropsis sp,bbg,46,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL,
135,Hymenoptera,Augochloropsis.sp,Augochloropsis,sp,Augochloropsis sp,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",9,BL,
136,Hymenoptera,Augochloropsis.vesta,Augochloropsis,vesta,Augochloropsis vesta,gsv,4,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",9,BL,
137,Hymenoptera,Augochloropsis.wallacei,Augochloropsis,wallacei,Augochloropsis wallacei,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL,
138,Lepidoptera,Autographa.sp,Autographa,sp,Autographa sp,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",37.5,WS,
139,Hymenoptera,Bembix.spinolae,Bembix,spinolae,Bembix spinolae,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",22,BL,
140,Diptera,Blera.badia,Blera,badia,Blera badia,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",10.5,BL,
141,Diptera,Blera.confusa,Blera,confusa,Blera confusa,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",11.5,BL,
142,Diptera,Blera.nigripes,Blera,nigripes,Blera nigripes,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",15,BL,
143,Hymenoptera,Bombus.americanorum,Bombus,americanorum,Bombus americanorum,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",16,BL,
144,Hymenoptera,Bombus.appositus,Bombus,appositus,Bombus appositus,ppc,15,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",21.5,BL,
145,Hymenoptera,Bombus.atratus,Bombus,atratus,Bombus atratus,bbg,30,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,13.6,BL,
146,Hymenoptera,Bombus.balteatus,Bombus,balteatus,Bombus balteatus,ppc,8,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",15,BL,
147,Hymenoptera,Bombus.bifarius,Bombus,bifarius,Bombus bifarius,ppc,21,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",11,BL,
148,Hymenoptera,Bombus.bimaculatus,Bombus,bimaculatus,Bombus bimaculatus,nca,7,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",3.7375,ITD,
149,Hymenoptera,Bombus.brevivillus,Bombus,brevivillus,Bombus brevivillus,cer,29,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,15.5,BL,
150,Hymenoptera,Bombus.centralis,Bombus,centralis,Bombus centralis,ppc,28,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",11,BL,
151,Hymenoptera,Bombus.dorsalis,Bombus,dorsalis,Bombus dorsalis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL,
152,Hymenoptera,Bombus.fervidus,Bombus,fervidus,Bombus fervidus,ppc,6,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.627,ITD,
153,Hymenoptera,Bombus.flavifrons,Bombus,flavifrons,Bombus flavifrons,ppc,16,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",14.5,BL,
154,Hymenoptera,Bombus.fulvida,Bombus,fulvida,Bombus fulvida,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",15.5,BL,
155,Hymenoptera,Bombus.griseocollis,Bombus,griseocollis,Bombus griseocollis,bfi,4,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",4.342857143,ITD,
156,Hymenoptera,Bombus.hortorum,Bombus,hortorum,Bombus hortorum,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",5.77,ITD,
157,Hymenoptera,Bombus.hortorum,Bombus,hortorum,Bombus hortorum,hnk,5,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",5.77,ITD,
158,Hymenoptera,Bombus.huntii,Bombus,huntii,Bombus huntii,ppc,30,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.5,BL,
159,Hymenoptera,Bombus.impatiens,Bombus,impatiens,Bombus impatiens,otw,7,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",4.511,ITD,
160,Hymenoptera,Bombus.insularis,Bombus,insularis,Bombus insularis,ppc,9,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",17.5,BL,
161,Hymenoptera,Bombus.lapidarius,Bombus,lapidarius,Bombus lapidarius,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",4.1,ITD,
162,Hymenoptera,Bombus.lapidarius,Bombus,lapidarius,Bombus lapidarius,snk,10,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",4.1,ITD,
163,Hymenoptera,Bombus.melanopygus,Bombus,melanopygus,Bombus melanopygus,ppc,37,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.86,ITD,
164,Hymenoptera,Bombus.morio,Bombus,morio,Bombus morio,bbg,22,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,15.5,BL,
165,Hymenoptera,Bombus.morio,Bombus,morio,Bombus morio,cer,19,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,15.5,BL,
166,Hymenoptera,Bombus.morrisoni,Bombus,morrisoni,Bombus morrisoni,ppc,12,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",17,BL,
167,Hymenoptera,Bombus.nevadensis,Bombus,nevadensis,Bombus nevadensis,ppc,5,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",17,BL,
168,Hymenoptera,Bombus.occidentalis,Bombus,occidentalis,Bombus occidentalis,ppc,32,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL,
169,Hymenoptera,Bombus.pascuorum,Bombus,pascuorum,Bombus pascuorum,snk,7,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",4.1,ITD,
170,Hymenoptera,Bombus.pascuorum,Bombus,pascuorum,Bombus pascuorum,hnk,10,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",4.1,ITD,
171,Hymenoptera,Bombus.pauloensis,Bombus,pauloensis,Bombus pauloensis,cer,5,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,15.5,BL,
172,Hymenoptera,Bombus.pennsylvanicus,Bombus,pennsylvanicus,Bombus pennsylvanicus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",4.588888889,ITD,
173,Hymenoptera,Bombus.pennsylvanicus,Bombus,pennsylvanicus,Bombus pennsylvanicus,nca,2,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",4.588888889,ITD,
174,Hymenoptera,Bombus.perplexus,Bombus,perplexus,Bombus perplexus,otw,5,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",3.668823529,ITD,
175,Hymenoptera,Bombus.perplexus,Bombus,perplexus,Bombus perplexus,bwk,2,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",3.668823529,ITD,
176,Hymenoptera,Bombus.pratorum,Bombus,pratorum,Bombus pratorum,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",3.9,ITD,
177,Hymenoptera,Bombus.pratorum,Bombus,pratorum,Bombus pratorum,hnk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",3.9,ITD,
